type,subject,code,duration,date
Cambridge IGCSE,Co-ordinated Sciences (Double Award) (Extended),0654/42,2h,Thursday 12 October PM
Cambridge IGCSE,Co-ordinated Sciences (Double Award) (Core),0654/32,2h,Thursday 12 October PM
Cambridge IGCSE,Co-ordinated Sciences (Double Award) (Multiple Choice – Core),0654/12,45m,Thursday 09 November 2023 PM
Cambridge IGCSE,Co-ordinated Sciences (Double Award) (Multiple Choice – Extended),0654/22,45m,Thursday 09 November 2023 PM
Cambridge IGCSE,Co-ordinated Sciences (Double Award) (Practical),0654/52,2h,Tuesday 24 October PM
Cambridge IGCSE,Combined Science (Alternative to Practical),0653/62,1h,Tuesday 24 October PM
Cambridge IGCSE,Combined Science (Core),0653/32,1h 15m,Thursday 12 October PM
Cambridge IGCSE,Combined Science (Extended),0653/42,1h 15m,Thursday 12 October PM
Cambridge IGCSE,Combined Science (Multiple Choice – Core),0653/12,45m,Thursday 09 November 2023 PM
Cambridge IGCSE,Combined Science (Multiple Choice – Extended),0653/22,45m,Thursday 09 November 2023 PM
Cambridge IGCSE,Combined Science (Practical),0653/52,1h 15m,Wednesday 25 October 2023 AM
Cambridge IGCSE,Computer Science,0478/13,1h 45m,Wednesday 11 October AM
Cambridge IGCSE,Computer Science,0478/23,1h 45m,Friday 20 October AM
Cambridge IGCSE,Design & Technology,0445/13,1h 15m,Wednesday 25 October 2023 AM
Cambridge IGCSE,Design & Technology,0445/33,1h,Friday 03 November AM
Cambridge IGCSE,Design & Technology,0445/43,1h,Friday 03 November EV
Cambridge IGCSE,Design & Technology,0445/53,1h,Friday 03 November AM
Cambridge IGCSE,Drama,0411/13,2h 30m,Friday 27 October AM
Cambridge IGCSE,Economics (Multiple Choice),0455/13,45m,Monday 06 November AM
Cambridge IGCSE,Economics,0455/23,2h 15m,Thursday 02 November 2023 AM
Cambridge IGCSE,English as a Second Language (Count-in Speaking) (Core),0511/12,1h 30m,Tuesday 10 October PM
Cambridge IGCSE,English as a Second Language (Count-in Speaking) (Extended),0511/22,2h,Tuesday 10 October PM
Cambridge IGCSE,English as a Second Language (Count-in Speaking) (Listening – Core),0511/32,40m,Monday 16 October PM
Cambridge IGCSE,English as a Second Language (Count-in Speaking) (Listening – Extended),0511/42,50m,Monday 16 October PM
Cambridge IGCSE,English as a Second Language (Speaking Endorsement) (Core),0510/12,1h 30m,Tuesday 10 October PM
Cambridge IGCSE,English as a Second Language (Speaking Endorsement) (Extended),0510/22,2h,Tuesday 10 October PM
Cambridge IGCSE,English as a Second Language (Speaking Endorsement) (Listening – Core),0510/32,40m,Monday 16 October PM
Cambridge IGCSE,English as a Second Language (Speaking Endorsement) (Listening – Extended),0510/42,50m,Monday 16 October PM
Cambridge IGCSE,Enterprise,0454/13,1h 30m,Friday 06 October AM
Cambridge IGCSE,Environmental Management,0680/12,1h 45m,Monday 02 October PM
Cambridge IGCSE,Environmental Management,0680/22,1h 45m,Thursday 05 October PM
Cambridge IGCSE,First Language English (Oral Endorsement),0500/13,2h,Thursday 12 October AM
Cambridge IGCSE,First Language English (Oral Endorsement),0500/23,2h,Tuesday 17 October AM
Cambridge IGCSE,First Language Spanish,0502/13,2h,Tuesday 03 October AM
Cambridge IGCSE,First Language Spanish,0502/23,2h,Thursday 05 October AM
Cambridge IGCSE,Food & Nutrition,0648/12,2h,Thursday 26 October PM
Cambridge IGCSE,French (Listening – Multiple Choice),0520/13,50m,Thursday 16 November AM
Cambridge IGCSE,French,0520/23,1h,Wednesday 25 October 2023 AM
Cambridge IGCSE,French,0520/43,1h,Friday 27 October AM
Cambridge IGCSE,Geography,0460/13,1h 45m,Friday 20 October AM
Cambridge IGCSE,Geography,0460/23,1h 30m,Wednesday 18 October 2023 AM
Cambridge IGCSE,Geography,0460/43,1h 30m,Monday 30 October AM
Cambridge IGCSE,Global Perspectives,0457/12,1h 15m,Wednesday 25 October 2023 PM
Cambridge IGCSE,Hindi as a Second Language,0549/01,2h,Monday 23 October PM
Cambridge IGCSE,Hindi as a Second Language,0549/02,45m,Friday 20 October PM
Cambridge IGCSE,History,0470/12,2h,Friday 06 October PM
Cambridge IGCSE,History,0470/22,2h,Friday 27 October PM
Cambridge IGCSE,History,0470/42,1h,Wednesday 25 October 2023 PM
Cambridge IGCSE,Information & Communication Technology,0417/12,1h 30m,Thursday 19 October PM
Cambridge IGCSE,Islamiyat,0493/12,1h 30m,Monday 02 October PM
Cambridge IGCSE,Islamiyat,0493/22,1h 30m,Wednesday 04 October 2023 PM
Cambridge IGCSE,Literature (Spanish),0488/01,2h 15m,Wednesday 04 October 2023 AM
Cambridge IGCSE,Literature (Spanish),0488/03,1h 20m,Friday 06 October AM
Cambridge IGCSE,Literature in English,0475/13,1h 30m,Tuesday 24 October AM
Cambridge IGCSE,Literature in English,0475/23,1h 30m,Tuesday 31 October AM
Cambridge IGCSE,Literature in English,0475/33,45m,Tuesday 31 October AM
Cambridge IGCSE,Literature in English,0475/43,1h 15m,Tuesday 31 October AM
Cambridge IGCSE,Mathematics (Core),0580/12,1h,Wednesday 11 October PM
Cambridge IGCSE,Mathematics (Core),0580/32,2h,Wednesday 18 October 2023 PM
Cambridge IGCSE,Mathematics (Extended),0580/22,1h 30m,Wednesday 11 October PM
Cambridge IGCSE,Mathematics (Extended),0580/42,2h 30m,Wednesday 18 October 2023 PM
Cambridge IGCSE,Music (Listening),0410/13,1h 15m,Monday 30 October AM
Cambridge IGCSE,Physical Education,0413/12,1h 45m,Monday 09 October PM
Cambridge IGCSE,Physical Science (Alternative to Practical),0652/62,1h,Wednesday 25 October 2023 AM
Cambridge IGCSE,Physical Science (Core),0652/32,1h 15m,Friday 13 October AM
Cambridge IGCSE,Physical Science (Extended),0652/42,1h 15m,Friday 13 October AM
Cambridge IGCSE,Physical Science (Multiple Choice – Core),0652/12,45m,Friday 10 November AM
Cambridge IGCSE,Physical Science (Multiple Choice – Extended),0652/22,45m,Friday 10 November AM
Cambridge IGCSE,Physical Science (Practical),0652/52,1h 15m,Wednesday 25 October 2023 AM
Cambridge IGCSE,Physics (Alternative to Practical),0625/62,1h,Tuesday 24 October PM
Cambridge IGCSE,Physics (Core),0625/32,1h 15m,Thursday 12 October PM
Cambridge IGCSE,Physics (Extended),0625/42,1h 15m,Thursday 12 October PM
Cambridge IGCSE,Physics (Multiple Choice – Core),0625/12,45m,Thursday 09 November 2023 PM
Cambridge IGCSE,Physics (Multiple Choice – Extended),0625/22,45m,Thursday 09 November 2023 PM
Cambridge IGCSE,Physics (Practical),0625/52,1h 15m,Tuesday 24 October PM
Cambridge O Level R,Religious Studies,0490/13,1h 45m,Thursday 02 November 2023 AM
Cambridge O Level R,Religious Studies,0490/23,1h 45m,Thursday 09 November 2023 AM
Cambridge O Level R,Sociology,0495/13,2h,Monday 16 October AM
Cambridge O Level R,Sociology,0495/23,1h 45m,Thursday 19 October AM
Cambridge O Level R,Spanish (Listening – Multiple Choice),0530/12,50m,Friday 17 November PM
Cambridge O Level R,Spanish,0530/22,1h,Thursday 26 October PM
Cambridge O Level R,Spanish,0530/42,1h,Monday 30 October PM
Cambridge O Level R,Travel & Tourism,0471/13,2h,Tuesday 10 October AM
Cambridge O Level R,Travel & Tourism,0471/23,2h 30m,Friday 13 October AM
Cambridge O Level R,World Literature,0408/23,1h 15m,Wednesday 01 November 2023 AM
Cambridge O Level R,World Literature,0408/33,1h 30m,Tuesday 07 November AM
Cambridge O Level,Accounting (Multiple Choice),7707/13,1h 15m,Wednesday 08 November 2023 AM
Cambridge O Level,Accounting,7707/23,1h 45m,Monday 09 October AM
Cambridge O Level,Additional Mathematics,4037/13,2h,Friday 06 October AM
Cambridge O Level,Additional Mathematics,4037/23,2h,Monday 09 October AM
Cambridge O Level,Agriculture,5038/12,1h 45m,Thursday 19 October PM
Cambridge O Level,Biology (Alternative to Practical),5090/42,1h,Thursday 05 October PM
Cambridge O Level,Biology (Multiple Choice),5090/12,1h,Tuesday 31 October PM
Cambridge O Level,Biology (Practical),5090/32,1h 30m,Thursday 05 October PM
Cambridge O Level,Biology,5090/22,1h 45m,Friday 20 October PM
Cambridge O Level,Business Studies,7115/12,1h 30m,Friday 13 October PM
Cambridge O Level,Business Studies,7115/22,1h 30m,Tuesday 17 October PM
Cambridge O Level,Chemistry (Alternative to Practical),5070/42,1h,Tuesday 03 October PM
Cambridge O Level,Chemistry (Multiple Choice),5070/12,1h,Monday 30 October PM
Cambridge O Level,Chemistry (Practical),5070/32,1h 30m,Tuesday 03 October PM
Cambridge O Level,Chemistry,5070/22,1h 45m,Monday 09 October PM
Cambridge O Level,Combined Science (Multiple Choice),5129/12,1h,Thursday 09 November 2023 PM
Cambridge O Level,Combined Science,5129/22,1h 45m,Thursday 12 October PM
Cambridge O Level,Combined Science,5129/32,1h,Tuesday 24 October PM
Cambridge O Level,Commerce (Multiple Choice),7100/12,1h,Tuesday 14 November PM
Cambridge O Level,Commerce,7100/22,2h,Monday 23 October PM
Cambridge O Level,Computer Science,2210/13,1h 45m,Wednesday 11 October AM
Cambridge O Level,Computer Science,2210/23,1h 45m,Friday 20 October AM
Cambridge O Level,Economics (Multiple Choice),2281/13,45m,Monday 06 November AM
Cambridge O Level,Economics,2281/23,2h 15m,Thursday 02 November 2023 AM
Cambridge O Level,English Language,1123/12,1h 30m,Tuesday 10 October PM
Cambridge O Level,English Language,1123/22,1h 45m,Monday 16 October PM
Cambridge O Level,Environmental Management,5014/12,1h 45m,Monday 02 October PM
Cambridge O Level,Environmental Management,5014/22,1h 45m,Thursday 05 October PM
Cambridge O Level,Fashion & Textiles,6130/01,2h,Wednesday 11 October AM
Cambridge O Level,Food & Nutrition,6065/12,2h,Thursday 26 October PM
Cambridge O Level,History,2147/12,2h,Friday 06 October PM
Cambridge O Level,History,2147/22,2h,Friday 27 October PM
Cambridge O Level,Islamic Studies,2068/13,1h 30m,Wednesday 25 October 2023 AM
Cambridge O Level,Islamic Studies,2068/23,1h 30m,Friday 03 November AM
Cambridge O Level,Islamiyat,2058/12,1h 30m,Monday 02 October PM
Cambridge O Level,Islamiyat,2058/22,1h 30m,Wednesday 04 October 2023 PM
Cambridge O Level,Literature in English,2010/13,1h 30m,Tuesday 24 October AM
Cambridge O Level,Literature in English,2010/23,1h 30m,Tuesday 31 October AM
Cambridge O Level,Mathematics Syllabus D,4024/12,2h,Wednesday 11 October PM
Cambridge O Level,Mathematics Syllabus D,4024/22,2h 30m,Wednesday 18 October 2023 PM
Cambridge O Level,Physics (Alternative to Practical),5054/42,1h,Tuesday 24 October PM
Cambridge O Level,Physics (Multiple Choice),5054/12,1h,Thursday 09 November 2023 PM
Cambridge O Level,Physics (Practical),5054/32,1h 30m,Tuesday 24 October PM
Cambridge O Level,Physics,5054/22,1h 45m,Thursday 12 October PM
Cambridge O Level,Setswana,3158/01,2h 30m,Wednesday 04 October 2023 AM
Cambridge O Level,Setswana,3158/02,1h 30m,Tuesday 17 October AM
Cambridge O Level,Statistics,4040/13,2h 15m,Tuesday 10 October AM
Cambridge O Level,Statistics,4040/23,2h 15m,Monday 16 October EV
Cambridge O Level,Travel & Tourism,7096/13,2h,Tuesday 10 October AM
Cambridge O Level,Travel & Tourism,7096/23,2h 30m,Friday 13 October AM
Cambridge International AS Level,Accounting (Multiple Choice),9706/12,1h,Wednesday 15 November 2023 PM
Cambridge International AS Level,Accounting,9706/22,1h 45m,Wednesday 18 October 2023 PM
Cambridge International AS Level,Afrikaans Language,8679/02,1h 45m,Saturday 07 October AM
Cambridge International AS Level,Afrikaans Language,8679/03,1h 30m,Tuesday 03 October AM
Cambridge International AS Level,Arabic Language,8680/22,1h 45m,Friday 27 October PM
Cambridge International AS Level,Arabic Language,8680/32,1h 30m,Friday 06 October PM
Cambridge International AS Level,Biblical Studies,9484/13,1h 30m,Wednesday 08 November 2023 AM
Cambridge International AS Level,Biblical Studies,9484/23,1h 30m,Monday 13 November AM
Cambridge International AS Level,Biology (Multiple Choice),9700/13,1h 15m,Tuesday 14 November AM
Cambridge International AS Level,Biology (Practical – Advanced),9700/35,2h,Thursday 12 October AM
Cambridge International AS Level,Biology (Practical – Advanced),9700/36,2h,Tuesday 07 November AM
Cambridge International AS Level,Biology,9700/23,1h 15m,Tuesday 24 October AM
Cambridge International AS Level,Business,9609/12,1h 15m,Monday 09 October PM
Cambridge International AS Level,Business,9609/22,1h 30m,Friday 13 October PM
Cambridge International AS Level,Chemistry (Multiple Choice),9701/13,1h 15m,Thursday 16 November AM
Cambridge International AS Level,Chemistry (Practical – Advanced),9701/35,2h,Tuesday 10 October AM
Cambridge International AS Level,Chemistry (Practical – Advanced),9701/36,2h,Thursday 02 November 2023 AM
Cambridge International AS Level,Chemistry,9701/23,1h 15m,Friday 20 October AM
Cambridge International AS Level,Chinese Language,8681/22,1h 45m,Thursday 05 October PM
Cambridge International AS Level,Chinese Language,8681/32,1h 30m,Thursday 12 October PM
Cambridge International AS Level,Classical Studies,9274/13,1h 30m,Tuesday 24 October AM
Cambridge International AS Level,Classical Studies,9274/23,1h 30m,Thursday 26 October AM
Cambridge International AS Level,Computer Science,9618/12,1h 30m,Wednesday 11 October PM
Cambridge International AS Level,Computer Science,9618/22,2h,Friday 20 October PM
Cambridge International AS Level,Design & Technology,9705/13,3h,Friday 10 November AM
Cambridge International AS Level,Drama,9482/13,2h,Friday 10 November AM
Cambridge International AS Level,Economics (Multiple Choice),9708/12,1h,Tuesday 14 November PM
Cambridge International AS Level,Economics,9708/22,2h,Tuesday 10 October PM
Cambridge International AS Level,English General Paper,8021/12,1h 15m,Monday 02 October PM
Cambridge International AS Level,English General Paper,8021/22,1h 45m,Wednesday 04 October 2023 PM
Cambridge International AS Level,English Language,9093/13,2h 15m,Wednesday 25 October 2023 AM
Cambridge International AS Level,English Language,9093/23,2h,Monday 30 October AM
Cambridge International AS Level,Environmental Management,8291/13,1h 45m,Wednesday 04 October 2023 AM
Cambridge International AS Level,Environmental Management,8291/23,1h 45m,Friday 06 October AM
Cambridge International AS Level,First Language Spanish,8665/23,1h 45m,Tuesday 24 October AM
Cambridge International AS Level,First Language Spanish,8665/43,2h 30m,Monday 13 November EV
Cambridge International AS Level,French Language,8682/23,1h 45m,Friday 06 October AM
Cambridge International AS Level,French Language,8682/33,1h 30m,Wednesday 04 October 2023 AM
Cambridge International AS Level,Further Mathematics,9231/12,2h,Monday 09 October PM
Cambridge International AS Level,Further Mathematics,9231/32,1h 30m,Wednesday 25 October 2023 PM
Cambridge International AS Level,Further Mathematics,9231/42,1h 30m,Friday 03 November PM
Cambridge International AS Level,Geography (Core),9696/13,1h 30m,Tuesday 10 October AM
Cambridge International AS Level,Geography (Core),9696/23,1h 30m,Friday 03 November AM
Cambridge International AS Level,German Language,8683/23,1h 45m,Tuesday 24 October AM
Cambridge International AS Level,German Language,8683/33,1h 30m,Wednesday 11 October AM
Cambridge International AS Level,Global Perspectives & Research,9239/12,1h 30m,Tuesday 03 October PM
Cambridge International AS Level,Hindi Language,8687/02,1h 45m,Friday 13 October PM
Cambridge International AS Level,Hindi Language,8687/03,1h 30m,Friday 06 October PM
Cambridge International AS Level,Hindi Literature,8675/04,2h 30m,Tuesday 03 October PM
Cambridge International AS Level,History,9489/12,1h 15m,Wednesday 18 October 2023 PM
Cambridge International AS Level,History,9489/22,1h 45m,Friday 27 October PM
Cambridge International AS Level,Information Technology,9626/13,1h 45m,Thursday 12 October AM
Cambridge International AS Level,Islamic Studies,9488/12,1h 30m,Monday 23 October PM
Cambridge International AS Level,Islamic Studies,9488/22,1h 30m,Wednesday 01 November 2023 PM
Cambridge International AS Level,Japanese Language,8281/02,1h 45m,Thursday 05 October AM
Cambridge International AS Level,Japanese Language,8281/03,1h 30m,Tuesday 03 October AM
Cambridge International AS Level,Language & Literature in English,8695/13,2h,Monday 30 October AM
Cambridge International AS Level,Language & Literature in English,8695/23,2h,Monday 16 October AM
Cambridge International AS Level,Law,9084/12,1h 30m,Monday 02 October PM
Cambridge International AS Level,Law,9084/22,1h 30m,Thursday 05 October PM
Cambridge International AS Level,Literature in English,9695/13,2h,Monday 16 October AM
Cambridge International AS Level,Literature in English,9695/23,2h,Tuesday 31 October AM
Cambridge International AS Level,Marine Science,9693/13,1h 45m,Tuesday 10 October AM
Cambridge International AS Level,Marine Science,9693/23,1h 45m,Thursday 19 October AM
Cambridge International AS Level,Mathematics (Mechanics),9709/43,1h 15m,Monday 16 October AM
Cambridge International AS Level,Mathematics (Probability & Statistics 1),9709/53,1h 15m,Friday 13 October AM
Cambridge International AS Level,Mathematics (Pure Mathematics 1),9709/13,1h 50m,Wednesday 11 October AM
Cambridge International AS Level,Mathematics (Pure Mathematics 2),9709/23,1h 15m,Monday 16 October AM
Cambridge International AS Level,Media Studies,9607/02,2h,Thursday 09 November 2023 PM
Cambridge International AS Level,Music (Listening),9483/13,2h,Thursday 09 November 2023 AM
Cambridge International AS Level,Physical Education,9396/13,2h 30m,Tuesday 07 November AM
Cambridge International AS Level,Physics (Multiple Choice),9702/13,1h 15m,Wednesday 15 November 2023 AM
Cambridge International AS Level,Physics (Practical – Advanced),9702/35,2h,Tuesday 17 October AM
Cambridge International AS Level,Physics (Practical – Advanced),9702/36,2h,Tuesday 31 October AM
Cambridge International AS Level,Physics,9702/23,1h 15m,Thursday 19 October AM
Cambridge International AS Level,Psychology,9990/12,1h 30m,Tuesday 17 October PM
Cambridge International AS Level,Psychology,9990/22,1h 30m,Tuesday 24 October PM
Cambridge International AS Level,Sociology,9699/12,1h 30m,Thursday 12 October PM
Cambridge International AS Level,Sociology,9699/22,1h 30m,Monday 23 October PM
Cambridge International AS Level,Spanish Language,8685/23,1h 45m,Tuesday 24 October AM
Cambridge International AS Level,Spanish Language,8685/33,1h 30m,Wednesday 11 October AM
Cambridge International AS Level,Spanish Literature,8673/43,2h 30m,Monday 13 November EV
Cambridge International AS Level,Tamil Language,8689/22,1h 45m,Saturday 28 October AM
Cambridge International AS Level,Tamil Language,8689/32,1h 30m,Saturday 07 October AM
Cambridge International AS Level,Thinking Skills,9694/13,1h 30m,Tuesday 03 October EV
Cambridge International AS Level,Thinking Skills,9694/23,1h 45m,Friday 06 October AM
Cambridge International AS Level,Travel & Tourism,9395/13,2h 30m,Monday 02 October AM
Cambridge International AS Level,Urdu Language,8686/02,1h 45m,Friday 27 October PM
Cambridge International AS Level,Urdu Language,8686/03,1h 30m,Friday 06 October PM
Cambridge International A Level,Accounting,9706/32,1h 30m,Tuesday 24 October PM
Cambridge International A Level,Accounting,9706/42,1h,Monday 30 October PM
Cambridge International A Level,Arabic,9680/22,1h 45m,Friday 27 October PM
Cambridge International A Level,Arabic,9680/32,1h 30m,Friday 06 October PM
Cambridge International A Level,Arabic,9680/42,2h 30m,Tuesday 03 October PM
Cambridge International A Level,Arabic,9680/52,45m,Friday 27 October PM
Cambridge International A Level,Biblical Studies,9484/33,1h 30m,Wednesday 15 November 2023 AM
Cambridge International A Level,Biblical Studies,9484/43,1h 30m,Friday 17 November AM
Cambridge International A Level,Biology,9700/43,2h,Thursday 26 October AM
Cambridge International A Level,Biology,9700/53,1h 15m,Tuesday 24 October AM
Cambridge International A Level,Business,9609/32,1h 45m,Monday 16 October PM
Cambridge International A Level,Business,9609/42,1h 15m,Thursday 19 October PM
Cambridge International A Level,Chemistry,9701/43,2h,Friday 27 October AM
Cambridge International A Level,Chemistry,9701/53,1h 15m,Friday 20 October AM
Cambridge International A Level,Chinese,9715/22,1h 45m,Thursday 05 October PM
Cambridge International A Level,Chinese,9715/32,1h 30m,Thursday 12 October PM
Cambridge International A Level,Chinese,9715/42,2h 30m,Thursday 26 October PM
Cambridge International A Level,Classical Studies,9274/33,1h 30m,Thursday 02 November 2023 AM
Cambridge International A Level,Classical Studies,9274/43,1h 30m,Friday 10 November AM
Cambridge International A Level,Computer Science (Advanced),9618/32,1h 30m,Wednesday 25 October 2023 PM
Cambridge International A Level,Computer Science (Practical),9618/42,2h 30m,Tuesday 31 October PM
Cambridge International A Level,Design & Technology,9705/33,3h,Tuesday 14 November AM
Cambridge International A Level,Economics (Multiple Choice),9708/32,1h 15m,Thursday 16 November PM
Cambridge International A Level,Economics,9708/42,2h,Tuesday 17 October PM
Cambridge International A Level,English Language,9093/33,2h 15m,Wednesday 01 November 2023 AM
Cambridge International A Level,English Language,9093/43,2h 15m,Friday 03 November AM
Cambridge International A Level,French,9716/23,1h 45m,Friday 06 October AM
Cambridge International A Level,French,9716/33,1h 30m,Wednesday 04 October 2023 AM
Cambridge International A Level,French,9716/43,2h 30m,Monday 23 October AM
Cambridge International A Level,Further Mathematics,9231/22,2h,Wednesday 01 November 2023 PM
Cambridge International A Level,Geography (Advanced),9696/33,1h 30m,Monday 06 November AM
Cambridge International A Level,Geography (Advanced),9696/43,1h 30m,Thursday 09 November 2023 AM
Cambridge International A Level,German,9717/23,1h 45m,Tuesday 24 October AM
Cambridge International A Level,German,9717/33,1h 30m,Wednesday 11 October AM
Cambridge International A Level,German,9717/43,2h 30m,Friday 27 October EV
Cambridge International A Level,Hindi,9687/02,1h 45m,Friday 13 October PM
Cambridge International A Level,Hindi,9687/03,1h 30m,Friday 06 October PM
Cambridge International A Level,Hindi,9687/04,2h 30m,Tuesday 03 October PM
Cambridge International A Level,Hindi,9687/05,45m,Friday 27 October PM
Cambridge International A Level,History,9489/32,1h 15m,Monday 30 October PM
Cambridge International A Level,History,9489/42,1h 45m,Thursday 02 November 2023 PM
Cambridge International A Level,Information Technology (Advanced),9626/33,1h 45m,Monday 23 October AM
Cambridge International A Level,Islamic Studies,9488/32,1h 30m,Monday 06 November PM
Cambridge International A Level,Islamic Studies,9488/42,1h 30m,Friday 10 November PM
Cambridge International A Level,Law,9084/32,1h 30m,Wednesday 11 October PM
Cambridge International A Level,Law,9084/42,1h 30m,Friday 20 October PM
Cambridge International A Level,Literature in English,9695/33,2h,Monday 06 November AM
Cambridge International A Level,Literature in English,9695/43,2h,Wednesday 08 November 2023 AM
Cambridge International A Level,Marine Science,9693/33,1h 45m,Wednesday 01 November 2023 EV
Cambridge International A Level,Marine Science,9693/43,1h 45m,Friday 03 November EV
Cambridge International A Level,Mathematics (Probability & Statistics 2),9709/63,1h 15m,Monday 16 October AM
Cambridge International A Level,Mathematics (Pure Mathematics 3),9709/33,1h 50m,Wednesday 18 October 2023 AM
Cambridge International A Level,Media Studies,9607/04,2h,Tuesday 14 November PM
Cambridge International A Level,Physical Education,9396/33,2h 30m,Thursday 09 November 2023 AM
Cambridge International A Level,Physics,9702/43,2h,Monday 09 October AM
Cambridge International A Level,Physics,9702/53,1h 15m,Thursday 19 October AM
Cambridge International A Level,Psychology,9990/32,1h 30m,Thursday 26 October PM
Cambridge International A Level,Psychology,9990/42,1h 30m,Tuesday 07 November PM
Cambridge International A Level,Sociology,9699/32,1h 15m,Monday 06 November PM
Cambridge International A Level,Sociology,9699/42,1h 45m,Wednesday 08 November 2023 PM
Cambridge International A Level,Spanish,9719/23,1h 45m,Tuesday 24 October AM
Cambridge International A Level,Spanish,9719/33,1h 30m,Wednesday 11 October AM
Cambridge International A Level,Spanish,9719/43,2h 30m,Monday 13 November AM
Cambridge International A Level,Tamil,9689/22,1h 45m,Saturday 28 October AM
Cambridge International A Level,Tamil,9689/32,1h 30m,Saturday 07 October AM
Cambridge International A Level,Tamil,9689/42,2h 30m,Wednesday 04 October 2023 AM
Cambridge International A Level,Tamil,9689/52,45m,Saturday 28 October AM
Cambridge International A Level,Thinking Skills,9694/33,2h,Friday 13 October AM
Cambridge International A Level,Thinking Skills,9694/43,1h 45m,Thursday 26 October AM
Cambridge International A Level,Travel & Tourism,9395/33,1h 30m,Tuesday 10 October AM
Cambridge International A Level,Travel & Tourism,9395/43,1h 30m,Tuesday 17 October AM
Cambridge International A Level,Urdu,9676/02,1h 45m,Friday 27 October PM
Cambridge International A Level,Urdu,9676/03,1h 30m,Friday 06 October PM
Cambridge International A Level,Urdu,9676/04,2h 30m,Tuesday 03 October PM
Cambridge International A Level,Urdu,9676/05,45m,Friday 27 October PM
