type,subject,code,duration,date
Cambridge International A Level,Tamil,9689/42,2h 30m,Tuesday 03 October EV
Cambridge International A Level,Tamil,9689/52,45m,Friday 27 October EV
Cambridge International A Level,Thinking Skills,9694/32,2h,Friday 13 October PM
Cambridge International A Level,Thinking Skills,9694/42,1h 45m,Thursday 26 October PM
Cambridge International A Level,Travel & Tourism,9395/32,1h 30m,Tuesday 10 October PM
Cambridge International A Level,Travel & Tourism,9395/42,1h 30m,Tuesday 17 October PM
Cambridge International A Level,Urdu,9676/02,1h 45m,Friday 27 October AM
Cambridge International A Level,Urdu,9676/03,1h 30m,Friday 06 October AM
Cambridge International A Level,Urdu,9676/04,2h 30m,Tuesday 03 October AM
Cambridge International A Level,Urdu,9676/05,45m,Friday 27 October AM
Cambridge International A Level,Urdu,9686/02,1h 45m,Friday 27 October AM
Cambridge International A Level,Urdu,9686/03,1h 30m,Friday 06 October AM
Cambridge International A Level,Urdu,9686/04,2h 30m,Tuesday 03 October AM
