type,subject,code,duration,date
Cambridge IGCSE,History ,0470/21,2h,Wednesday 10 May 2023 PM
Cambridge IGCSE,History ,0470/41,1h,Wednesday 17 May 2023 PM
Cambridge IGCSE,Information & Communication Technology ,0417/11,1h 30m,Friday 12 May 2023 PM
Cambridge IGCSE,Islamiyat ,0493/11,1h 30m,Wednesday 26 April 2023 AM
Cambridge IGCSE,Islamiyat ,0493/21,1h 30m,Monday 08 May 2023 AM
Cambridge IGCSE,Italian (Listening – Multiple Choice) ,0535/11,50m,Tuesday 25 April 2023 PM
Cambridge IGCSE,Italian ,0535/21,1h,Thursday 27 April 2023 PM
Cambridge IGCSE,Italian ,0535/41,1h,Tuesday 25 April 2023 PM
Cambridge IGCSE,Literature (Spanish) ,0488/11,2h 15m,Monday 24 April 2023 AM
Cambridge IGCSE,Literature (Spanish) ,0488/31,1h 20m,Thursday 27 April 2023 AM
Cambridge IGCSE,Literature in English ,0475/11,1h 30m,Tuesday 09 May 2023 PM
Cambridge IGCSE,Literature in English ,0475/21,1h 30m,Tuesday 16 May 2023 PM
Cambridge IGCSE,Literature in English ,0475/31,45m,Tuesday 16 May 2023 PM
Cambridge IGCSE,Literature in English ,0475/41,1h 15m,Tuesday 16 May 2023 PM
Cambridge IGCSE,Malay (Listening – Multiple Choice) ,0546/11,50m,Monday 29 May 2023 PM
Cambridge IGCSE,Malay ,0546/21,1h,Friday 05 May 2023 PM
Cambridge IGCSE,Malay ,0546/41,1h,Monday 15 May 2023 PM
Cambridge IGCSE,Mandarin Chinese (Listening – Multiple Choice) ,0547/11,40m,Monday 22 May 2023 AM
Cambridge IGCSE,Mandarin Chinese ,0547/21,1h 15m,Wednesday 24 May 2023 AM
Cambridge IGCSE,Mandarin Chinese ,0547/41,1h 15m,Monday 22 May 2023 AM
Cambridge IGCSE,Mathematics (Core) ,0580/11,1h,Tuesday 02 May 2023 PM
Cambridge IGCSE,Mathematics (Core) ,0580/31,2h,Thursday 04 May 2023 PM
Cambridge IGCSE,Mathematics (Extended) ,0580/21,1h 30m,Tuesday 02 May 2023 PM
Cambridge IGCSE,Mathematics (Extended) ,0580/41,2h 30m,Thursday 04 May 2023 PM
Cambridge IGCSE,Music (Listening) ,0410/11,1h 15m,Tuesday 23 May 2023 PM
Cambridge IGCSE,Physical Education ,0413/11,1h 45m,Friday 19 May 2023 PM
Cambridge IGCSE,Physics (Alternative to Practical) ,0625/61,1h,Tuesday 16 May 2023 AM
Cambridge IGCSE,Physics (Core) ,0625/31,1h 15m,Wednesday 10 May 2023 AM
Cambridge IGCSE,Physics (Extended) ,0625/41,1h 15m,Wednesday 10 May 2023 AM
Cambridge IGCSE,Physics (Multiple Choice – Core) ,0625/11,45m,Tuesday 06 June 2023 AM
Cambridge IGCSE,Physics (Multiple Choice – Extended) ,0625/21,45m,Tuesday 06 June 2023 AM
Cambridge IGCSE,Physics (Practical) ,0625/51,1h 15m,Tuesday 16 May 2023 AM
Cambridge IGCSE,Sanskrit ,0499/11,1h 30m,Monday 24 April 2023 AM
Cambridge IGCSE,Sanskrit ,0499/21,1h 30m,Friday 28 April 2023 AM
Cambridge IGCSE,Sociology ,0495/11,2h,Monday 22 May 2023 PM
Cambridge IGCSE,Sociology ,0495/21,1h 45m,Wednesday 24 May 2023 PM
Cambridge IGCSE,Spanish (Listening – Multiple Choice) ,0530/11,50m,Monday 22 May 2023 PM
Cambridge IGCSE,Spanish ,0530/21,1h,Wednesday 24 May 2023 PM
Cambridge IGCSE,Spanish ,0530/41,1h,Monday 22 May 2023 PM
Cambridge IGCSE,Travel & Tourism ,0471/11,2h,Tuesday 09 May 2023 PM
Cambridge IGCSE,Travel & Tourism ,0471/21,2h 30m,Thursday 25 May 2023 PM
Cambridge IGCSE,Urdu as a Second Language (Listening) ,0539/02,45m,Wednesday 26 April 2023 PM
Cambridge IGCSE,Urdu as a Second Language ,0539/01,2h,Thursday 11 May 2023 PM
Cambridge IGCSE,World Literature ,0408/21,1h 15m,Monday 15 May 2023 AM
Cambridge IGCSE,World Literature ,0408/31,1h 30m,Wednesday 17 May 2023 AM
Cambridge International AS Level,Accounting (Multiple Choice) ,9706/11,1h,Wednesday 07 June 2023 PM
Cambridge International AS Level,Accounting ,9706/21,1h 45m,Friday 05 May 2023 PM
Cambridge International AS Level,Biology (Multiple Choice) ,9700/11,1h 15m,Thursday 08 June 2023 AM
Cambridge International AS Level,Biology (Practical – Advanced) ,9700/31,2h,Tuesday 23 May 2023 AM
Cambridge International AS Level,Biology (Practical – Advanced) ,9700/32,2h,Thursday 01 June 2023 AM
Cambridge International AS Level,Biology ,9700/21,1h 15m,Wednesday 10 May 2023 AM
Cambridge International AS Level,Business ,9609/11,1h 15m,Tuesday 02 May 2023 PM
Cambridge International AS Level,Business ,9609/21,1h 30m,Thursday 04 May 2023 PM
Cambridge International AS Level,Chemistry (Multiple Choice) ,9701/11,1h 15m,Wednesday 07 June 2023 AM
Cambridge International AS Level,Chemistry (Practical – Advanced) ,9701/31,2h,Thursday 18 May 2023 AM
Cambridge International AS Level,Chemistry (Practical – Advanced) ,9701/32,2h,Tuesday 30 May 2023 AM
Cambridge International AS Level,Chemistry ,9701/21,1h 15m,Thursday 11 May 2023 AM
Cambridge International AS Level,Computer Science ,9618/11,1h 30m,Tuesday 09 May 2023 PM
Cambridge International AS Level,Computer Science ,9618/21,2h,Friday 19 May 2023 PM
Cambridge International AS Level,Drama ,9482/11,2h,Wednesday 24 May 2023 PM
Cambridge International AS Level,Economics (Multiple Choice) ,9708/11,1h,Monday 05 June 2023 AM
Cambridge International AS Level,Economics ,9708/21,2h,Friday 05 May 2023 AM
Cambridge International AS Level,English General Paper ,8021/11,1h 15m,Tuesday 25 April 2023 AM
Cambridge International AS Level,English General Paper ,8021/21,1h 45m,Thursday 27 April 2023 AM
Cambridge International AS Level,English Language ,9093/11,2h 15m,Wednesday 26 April 2023 AM
Cambridge International AS Level,English Language ,9093/21,2h,Friday 28 April 2023 AM
Cambridge International AS Level,Environmental Management ,8291/11,1h 45m,Wednesday 26 April 2023 PM
Cambridge International AS Level,Environmental Management ,8291/21,1h 45m,Monday 01 May 2023 PM
Cambridge International AS Level,First Language Spanish ,8665/21,1h 45m,Thursday 27 April 2023 PM
Cambridge International AS Level,First Language Spanish ,8665/41,2h 30m,Monday 22 May 2023 PM
Cambridge International AS Level,French Language ,8682/21,1h 45m,Wednesday 26 April 2023 PM
Cambridge International AS Level,French Language ,8682/31,1h 30m,Tuesday 16 May 2023 PM
Cambridge International AS Level,Further Mathematics ,9231/11,2h,Thursday 18 May 2023 PM
Cambridge International AS Level,Further Mathematics ,9231/31,1h 30m,Friday 26 May 2023 PM
Cambridge International AS Level,Further Mathematics ,9231/41,1h 30m,Tuesday 30 May 2023 PM
Cambridge International AS Level,Geography (Core) ,9696/11,1h 30m,Tuesday 02 May 2023 AM
Cambridge International AS Level,Geography (Core) ,9696/21,1h 30m,Tuesday 16 May 2023 AM
Cambridge International AS Level,Global Perspectives & Research ,9239/11,1h 30m,Wednesday 26 April 2023 AM
Cambridge International AS Level,History ,9489/11,1h 15m,Tuesday 02 May 2023 PM
Cambridge International AS Level,History ,9489/21,1h 45m,Thursday 04 May 2023 PM
Cambridge International AS Level,Information Technology ,9626/11,1h 45m,Tuesday 09 May 2023 PM
Cambridge International AS Level,Language & Literature in English ,8695/11,2h,Friday 28 April 2023 AM
Cambridge International AS Level,Language & Literature in English ,8695/21,2h,Friday 12 May 2023 AM
Cambridge International AS Level,Law ,9084/11,1h 30m,Tuesday 23 May 2023 AM
Cambridge International AS Level,Law ,9084/21,1h 30m,Thursday 25 May 2023 AM
Cambridge International AS Level,Literature in English ,9695/11,2h,Friday 12 May 2023 AM
Cambridge International AS Level,Literature in English ,9695/21,2h,Friday 19 May 2023 AM
Cambridge International AS Level,Marine Science ,9693/11,1h 45m,Monday 24 April 2023 PM
Cambridge International AS Level,Marine Science ,9693/21,1h 45m,Thursday 27 April 2023 PM
Cambridge International AS Level,Mathematics (Mechanics) ,9709/41,1h 15m,Friday 05 May 2023 PM
Cambridge International AS Level,Mathematics (Probability & Statistics 1) ,9709/51,1h 15m,Wednesday 10 May 2023 PM
Cambridge International AS Level,Mathematics (Pure Mathematics 1) ,9709/11,1h 50m,Wednesday 03 May 2023 PM
Cambridge International AS Level,Mathematics (Pure Mathematics 2) ,9709/21,1h 15m,Friday 05 May 2023 PM
Cambridge International AS Level,Media Studies ,9607/21,2h,Thursday 04 May 2023 AM
Cambridge International AS Level,Music (Listening) ,9483/11,2h,Wednesday 17 May 2023 PM
Cambridge International AS Level,Physical Education ,9396/11,2h 30m,Wednesday 31 May 2023 PM
Cambridge International AS Level,Physics (Multiple Choice) ,9702/11,1h 15m,Tuesday 06 June 2023 AM
Cambridge International AS Level,Physics (Practical – Advanced) ,9702/31,2h,Tuesday 02 May 2023 AM
Cambridge International AS Level,Physics (Practical – Advanced) ,9702/32,2h,Thursday 25 May 2023 AM
Cambridge International AS Level,Physics ,9702/21,1h 15m,Wednesday 17 May 2023 AM
Cambridge International AS Level,Portuguese Language ,8684/02,1h 45m,Monday 08 May 2023 PM
Cambridge International AS Level,Portuguese Language ,8684/03,1h 30m,Monday 15 May 2023 PM
Cambridge International AS Level,Psychology ,9990/11,1h 30m,Tuesday 25 April 2023 AM
Cambridge International AS Level,Psychology ,9990/21,1h 30m,Thursday 27 April 2023 AM
Cambridge International AS Level,Sociology ,9699/11,1h 30m,Monday 08 May 2023 PM
Cambridge International AS Level,Sociology ,9699/21,1h 30m,Thursday 11 May 2023 PM
Cambridge International AS Level,Spanish Language ,8685/21,1h 45m,Thursday 27 April 2023 PM
Cambridge International AS Level,Spanish Language ,8685/31,1h 30m,Friday 19 May 2023 PM
Cambridge International AS Level,Spanish Literature ,8673/41,2h 30m,Monday 22 May 2023 PM
Cambridge International AS Level,Thinking Skills ,9694/11,1h 30m,Monday 24 April 2023 PM
Cambridge International AS Level,Thinking Skills ,9694/21,1h 45m,Friday 28 April 2023 PM
Cambridge International AS Level,Travel & Tourism ,9395/11,2h 30m,Tuesday 25 April 2023 PM
Cambridge International AS Level,Urdu Language ,8686/02,1h 45m,Tuesday 25 April 2023 PM
Cambridge International AS Level,Urdu Language ,8686/03,1h 30m,Wednesday 17 May 2023 PM
Cambridge International A Level,Accounting ,9706/31,1h 30m,Monday 08 May 2023 PM
Cambridge International A Level,Accounting ,9706/41,1h,Monday 15 May 2023 PM
Cambridge International A Level,Biology ,9700/41,2h,Wednesday 03 May 2023 AM
Cambridge International A Level,Biology ,9700/51,1h 15m,Wednesday 10 May 2023 AM
Cambridge International A Level,Business ,9609/31,1h 45m,Tuesday 09 May 2023 PM
Cambridge International A Level,Business ,9609/41,1h 15m,Thursday 11 May 2023 PM
Cambridge International A Level,Chemistry ,9701/41,2h,Thursday 04 May 2023 AM
Cambridge International A Level,Chemistry ,9701/51,1h 15m,Thursday 11 May 2023 AM
Cambridge International A Level,Computer Science (Advanced) ,9618/31,1h 30m,Monday 22 May 2023 PM
Cambridge International A Level,Computer Science (Practical) ,9618/41,2h 30m,Wednesday 24 May 2023 PM
Cambridge International A Level,Economics (Multiple Choice) ,9708/31,1h 15m,Friday 09 June 2023 AM
Cambridge International A Level,Economics ,9708/41,2h,Monday 15 May 2023 AM
Cambridge International A Level,English Language ,9093/31,2h 15m,Monday 08 May 2023 AM
Cambridge International A Level,English Language ,9093/41,2h 15m,Tuesday 16 May 2023 AM
Cambridge International A Level,French ,9716/21,1h 45m,Wednesday 26 April 2023 PM
Cambridge International A Level,French ,9716/31,1h 30m,Tuesday 16 May 2023 PM
Cambridge International A Level,French ,9716/41,2h 30m,Thursday 25 May 2023 PM
Cambridge International A Level,Further Mathematics ,9231/21,2h,Tuesday 23 May 2023 PM
Cambridge International A Level,Geography (Advanced) ,9696/31,1h 30m,Thursday 18 May 2023 AM
Cambridge International A Level,Geography (Advanced) ,9696/41,1h 30m,Monday 22 May 2023 AM
Cambridge International A Level,German ,9717/02,1h 45m,Wednesday 31 May 2023 PM
Cambridge International A Level,German ,9717/03,1h 30m,Friday 02 June 2023 PM
Cambridge International A Level,German ,9717/04,2h 30m,Tuesday 06 June 2023 PM
Cambridge International A Level,History ,9489/31,1h 15m,Wednesday 10 May 2023 PM
Cambridge International A Level,History ,9489/41,1h 45m,Friday 12 May 2023 PM
Cambridge International A Level,Information Technology (Advanced) ,9626/31,1h 45m,Monday 15 May 2023 PM
Cambridge International A Level,Law ,9084/31,1h 30m,Monday 29 May 2023 AM
Cambridge International A Level,Law ,9084/41,1h 30m,Wednesday 31 May 2023 AM
Cambridge International A Level,Literature in English ,9695/31,2h,Wednesday 24 May 2023 AM
Cambridge International A Level,Literature in English ,9695/41,2h,Friday 26 May 2023 AM
Cambridge International A Level,Marine Science ,9693/31,1h 45m,Monday 01 May 2023 PM
Cambridge International A Level,Marine Science ,9693/41,1h 45m,Wednesday 03 May 2023 PM
Cambridge International A Level,Mathematics (Probability & Statistics 2) ,9709/61,1h 15m,Friday 05 May 2023 PM
Cambridge International A Level,Mathematics (Pure Mathematics 3) ,9709/31,1h 50m,Friday 12 May 2023 PM
Cambridge International A Level,Media Studies ,9607/41,2h,Wednesday 24 May 2023 AM
Cambridge International A Level,Physical Education ,9396/31,2h 30m,Monday 05 June 2023 PM
Cambridge International A Level,Physics ,9702/41,2h,Tuesday 09 May 2023 AM
Cambridge International A Level,Physics ,9702/51,1h 15m,Wednesday 17 May 2023 AM
Cambridge International A Level,Portuguese ,9718/02,1h 45m,Monday 08 May 2023 PM
Cambridge International A Level,Portuguese ,9718/03,1h 30m,Monday 15 May 2023 PM
Cambridge International A Level,Portuguese ,9718/04,2h 30m,Monday 29 May 2023 PM
Cambridge International A Level,Psychology ,9990/31,1h 30m,Monday 08 May 2023 AM
Cambridge International A Level,Psychology ,9990/41,1h 30m,Monday 22 May 2023 AM
Cambridge International A Level,Sociology ,9699/31,1h 15m,Wednesday 17 May 2023 PM
Cambridge International A Level,Sociology ,9699/41,1h 45m,Tuesday 23 May 2023 PM
Cambridge International A Level,Spanish ,9719/21,1h 45m,Thursday 27 April 2023 PM
Cambridge International A Level,Spanish ,9719/31,1h 30m,Friday 19 May 2023 PM
Cambridge International A Level,Spanish ,9719/41,2h 30m,Monday 22 May 2023 PM
Cambridge International A Level,Thinking Skills ,9694/31,2h,Tuesday 16 May 2023 PM
Cambridge International A Level,Thinking Skills ,9694/41,1h 45m,Thursday 18 May 2023 PM
Cambridge International A Level,Travel & Tourism ,9395/31,1h 30m,Wednesday 24 May 2023 PM
Cambridge International A Level,Travel & Tourism ,9395/41,1h 30m,Friday 26 May 2023 PM
