type,subject,code,duration,date
Cambridge IGCSE,Literature in English,0475/42,1h 15m,Tuesday 31 October AM
Cambridge IGCSE,Literature in English,0992/12,1h 30m,Tuesday 24 October AM
Cambridge IGCSE,Literature in English,0992/22,1h 30m,Tuesday 31 October AM
Cambridge IGCSE,Literature in English,0992/32,45m,Tuesday 31 October AM
Cambridge IGCSE,Literature in English,0992/42,1h 15m,Tuesday 31 October AM
Cambridge IGCSE,Mathematics (Core),0580/11,1h,Wednesday 11 October PM
Cambridge IGCSE,Mathematics (Core),0580/31,2h,Wednesday 18 October 2023 PM
Cambridge IGCSE,Mathematics (Core),0980/11,1h,Wednesday 11 October PM
Cambridge IGCSE,Mathematics (Core),0980/31,2h,Wednesday 18 October 2023 PM
Cambridge IGCSE,Mathematics (Extended),0580/21,1h 30m,Wednesday 11 October PM
Cambridge IGCSE,Mathematics (Extended),0580/41,2h 30m,Wednesday 18 October 2023 PM
Cambridge IGCSE,Mathematics (Extended),0980/21,1h 30m,Wednesday 11 October PM
Cambridge IGCSE,Mathematics (Extended),0980/41,2h 30m,Wednesday 18 October 2023 PM
Cambridge IGCSE,Music (Listening),0410/12,1h 15m,Monday 30 October AM
Cambridge IGCSE,Music (Listening),0978/12,1h 15m,Monday 30 October AM
Cambridge IGCSE,Physical Education,0413/11,1h 45m,Monday 09 October PM
Cambridge IGCSE,Physical Education,0995/11,1h 45m,Monday 09 October PM
Cambridge IGCSE,Physical Science (Alternative to Practical),0652/61,1h,Tuesday 24 October PM
Cambridge IGCSE,Physical Science (Core),0652/31,1h 15m,Thursday 12 October PM
Cambridge IGCSE,Physical Science (Extended),0652/41,1h 15m,Thursday 12 October PM
Cambridge IGCSE,Physical Science (Multiple Choice – Core),0652/11,45m,Thursday 09 2023 PM
Cambridge IGCSE,Physical Science (Multiple Choice – Extended),0652/21,45m,Thursday 09 2023 PM
Cambridge IGCSE,Physical Science (Practical),0652/51,1h 15m,Tuesday 24 October PM
Cambridge IGCSE,Physics (Alternative to Practical),0625/61,1h,Tuesday 24 October PM
Cambridge IGCSE,Physics (Alternative to Practical),0972/61,1h,Tuesday 24 October PM
Cambridge IGCSE,Physics (Core),0625/31,1h 15m,Thursday 12 October PM
Cambridge IGCSE,Physics (Core),0972/31,1h 15m,Thursday 12 October PM
Cambridge IGCSE,Physics (Extended),0625/41,1h 15m,Thursday 12 October PM
Cambridge IGCSE,Physics (Extended),0972/41,1h 15m,Thursday 12 October PM
Cambridge IGCSE,Physics (Multiple Choice – Core),0625/11,45m,Thursday 09 2023 PM
Cambridge IGCSE,Physics (Multiple Choice – Core),0972/11,45m,Thursday 09 2023 PM
Cambridge IGCSE,Physics (Multiple Choice – Extended),0625/21,45m,Thursday 09 2023 PM
Cambridge IGCSE,Physics (Multiple Choice – Extended),0972/21,45m,Thursday 09 2023 PM
Cambridge IGCSE,Physics (Practical),0625/51,1h 15m,Tuesday 24 October PM
Cambridge IGCSE,Physics (Practical),0972/51,1h 15m,Tuesday 24 October PM
Cambridge IGCSE,Religious Studies,0490/12,1h 45m,Thursday 02 2023 AM
Cambridge IGCSE,Religious Studies,0490/22,1h 45m,Thursday 09 2023 AM
Cambridge IGCSE,Sociology,0495/12,2h,Monday 16 October AM
Cambridge IGCSE,Sociology,0495/22,1h 45m,Thursday 19 October AM
Cambridge IGCSE,Spanish (Listening – Multiple Choice),0530/11,50m,Friday 17 PM
Cambridge IGCSE,Spanish,0530/21,1h,Thursday 26 October PM
Cambridge IGCSE,Spanish,0530/41,1h,Monday 30 October PM
Cambridge IGCSE,Travel & Tourism,0471/12,2h,Tuesday 10 October AM
Cambridge IGCSE,Travel & Tourism,0471/22,2h 30m,Friday 13 October AM
Cambridge IGCSE,World Literature,0408/22,1h 15m,Thursday 02 2023 AM
Cambridge IGCSE,World Literature,0408/32,1h 30m,Wednesday 08 2023 AM
Cambridge O Level,Accounting (Multiple Choice),7707/12,1h 15m,Wednesday 08 2023 AM
Cambridge O Level,Accounting,7707/22,1h 45m,Monday 09 October AM
Cambridge O Level,Additional Mathematics,4037/12,2h,Friday 06 October AM
Cambridge O Level,Additional Mathematics,4037/22,2h,Monday 09 October AM
Cambridge O Level,Arabic,3180/01,1h 30m,Monday 02 October AM
Cambridge O Level,Arabic,3180/02,1h 30m,Wednesday 04 October 2023 AM
Cambridge O Level,Biology (Alternative to Practical),5090/41,1h,Thursday 05 October PM
Cambridge O Level,Biology (Multiple Choice),5090/11,1h,Tuesday 31 October PM
Cambridge O Level,Biology (Practical),5090/31,1h 30m,Thursday 05 October PM
Cambridge O Level,Biology,5090/21,1h 45m,Friday 20 October PM
Cambridge O Level,Business Studies,7115/11,1h 30m,Friday 13 October PM
Cambridge O Level,Business Studies,7115/21,1h 30m,Tuesday 17 October PM
Cambridge O Level,Chemistry (Alternative to Practical),5070/41,1h,Tuesday 03 October PM
Cambridge O Level,Chemistry (Multiple Choice),5070/11,1h,Monday 30 October PM
Cambridge O Level,Chemistry (Practical),5070/31,1h 30m,Tuesday 03 October PM
Cambridge O Level,Chemistry,5070/21,1h 45m,Monday 09 October PM
Cambridge O Level,Combined Science (Multiple Choice),5129/11,1h,Thursday 09 2023 PM
Cambridge O Level,Combined Science,5129/21,1h 45m,Thursday 12 October PM
Cambridge O Level,Combined Science,5129/31,1h,Tuesday 24 October PM
Cambridge O Level,Commerce (Multiple Choice),7100/11,1h,Tuesday 14 PM
Cambridge O Level,Commerce,7100/21,2h,Monday 23 October PM
Cambridge O Level,Computer Science,2210/12,1h 45m,Wednesday 11 October AM
Cambridge O Level,Computer Science,2210/22,1h 45m,Friday 20 October AM
Cambridge O Level,Design & Technology,6043/12,1h 15m,Wednesday 25 October 2023 AM
Cambridge O Level,Design & Technology,6043/32,1h,Friday 03 AM
Cambridge O Level,Economics (Multiple Choice),2281/12,45m,Monday 06 AM
Cambridge O Level,Economics,2281/22,2h 15m,Monday 23 October AM
Cambridge O Level,English Language,1123/11,1h 30m,Tuesday 10 October PM
Cambridge O Level,English Language,1123/21,1h 45m,Monday 16 October PM
Cambridge O Level,Fashion & Textiles,6130/01,2h,Wednesday 11 October AM
Cambridge O Level,Food & Nutrition,6065/11,2h,Thursday 26 October AM
Cambridge O Level,Geography,2217/12,1h 45m,Friday 20 October AM
Cambridge O Level,Geography,2217/22,1h 30m,Wednesday 18 October 2023 AM
Cambridge O Level,Geography,2217/32,1h 30m,Monday 30 October AM
Cambridge O Level,Hinduism,2055/01,1h 30m,Monday 02 October AM
Cambridge O Level,Hinduism,2055/02,1h 30m,Wednesday 04 October 2023 AM
Cambridge O Level,History,2147/11,2h,Friday 06 October PM
Cambridge O Level,History,2147/21,2h,Friday 27 October PM
Cambridge O Level,Islamic Studies,2068/12,1h 30m,Wednesday 25 October 2023 AM
Cambridge O Level,Islamic Studies,2068/22,1h 30m,Friday 03 AM
Cambridge O Level,Islamiyat,2058/11,1h 30m,Monday 02 October PM
Cambridge O Level,Islamiyat,2058/21,1h 30m,Wednesday 04 October 2023 PM
Cambridge O Level,Literature in English,2010/12,1h 30m,Tuesday 24 October AM
Cambridge O Level,Literature in English,2010/22,1h 30m,Tuesday 31 October AM
Cambridge O Level,Mathematics Syllabus D,4024/11,2h,Wednesday 11 October PM
Cambridge O Level,Mathematics Syllabus D,4024/21,2h 30m,Wednesday 18 October 2023 PM
Cambridge O Level,Pakistan Studies,2059/01,1h 30m,Tuesday 03 October AM
Cambridge O Level,Pakistan Studies,2059/02,1h 30m,Thursday 05 October AM
Cambridge O Level,Physics (Alternative to Practical),5054/41,1h,Tuesday 24 October PM
Cambridge O Level,Physics (Multiple Choice),5054/11,1h,Thursday 09 2023 PM
Cambridge O Level,Physics (Practical),5054/31,1h 30m,Tuesday 24 October PM
Cambridge O Level,Physics,5054/21,1h 45m,Thursday 12 October PM
Cambridge O Level,Religious Studies (Bible Knowledge),2048/12,1h 30m,Monday 02 October AM
Cambridge O Level,Religious Studies (Bible Knowledge),2048/22,1h 30m,Wednesday 04 October 2023 AM
Cambridge O Level,Second Language Urdu,3248/01,2h,Monday 02 October AM
Cambridge O Level,Second Language Urdu,3248/02,1h 45m,Wednesday 04 October 2023 AM
Cambridge O Level,Setswana,3158/01,2h 30m,Tuesday 03 October PM
Cambridge O Level,Setswana,3158/02,1h 30m,Monday 16 October PM
Cambridge O Level,Sociology,2251/12,2h,Monday 16 October AM
Cambridge O Level,Sociology,2251/22,1h 45m,Thursday 19 October AM
Cambridge O Level,Spanish (Listening – Multiple Choice),7160/11,50m,Friday 17 PM
Cambridge O Level,Spanish,7160/21,1h,Thursday 26 October PM
Cambridge O Level,Spanish,7160/41,1h,Monday 30 October PM
Cambridge O Level,Statistics,4040/12,2h 15m,Tuesday 10 October AM
Cambridge O Level,Statistics,4040/22,2h 15m,Monday 16 October AM
Cambridge O Level,Travel & Tourism,7096/12,2h,Tuesday 10 October AM
Cambridge O Level,Travel & Tourism,7096/22,2h 30m,Friday 13 October AM
Cambridge International AS Level,Accounting (Multiple Choice),9706/11,1h,Wednesday 15 2023 PM
Cambridge International AS Level,Accounting,9706/21,1h 45m,Wednesday 18 October 2023 PM
Cambridge International AS Level,Afrikaans Language,8679/02,1h 45m,Friday 06 October PM
Cambridge International AS Level,Afrikaans Language,8679/03,1h 30m,Monday 02 October PM
Cambridge International AS Level,Arabic Language,8680/21,1h 45m,Friday 27 October PM
Cambridge International AS Level,Arabic Language,8680/31,1h 30m,Friday 06 October PM
Cambridge International AS Level,Biblical Studies,9484/12,1h 30m,Wednesday 08 2023 AM
Cambridge International AS Level,Biblical Studies,9484/22,1h 30m,Monday 13 AM
Cambridge International AS Level,Biology (Multiple Choice),9700/12,1h 15m,Tuesday 14 AM
Cambridge International AS Level,Biology (Practical – Advanced),9700/33,2h,Thursday 12 October AM
Cambridge International AS Level,Biology (Practical – Advanced),9700/34,2h,Tuesday 07 AM
Cambridge International AS Level,Biology,9700/22,1h 15m,Tuesday 24 October AM
Cambridge International AS Level,Business,9609/11,1h 15m,Monday 09 October PM
Cambridge International AS Level,Business,9609/21,1h 30m,Friday 13 October PM
Cambridge International AS Level,Chemistry (Multiple Choice),9701/12,1h 15m,Thursday 16 AM
Cambridge International AS Level,Chemistry (Practical – Advanced),9701/33,2h,Tuesday 10 October AM
Cambridge International AS Level,Chemistry (Practical – Advanced),9701/34,2h,Thursday 02 2023 AM
Cambridge International AS Level,Chemistry,9701/22,1h 15m,Friday 20 October AM
Cambridge International AS Level,Chinese Language,8681/21,1h 45m,Thursday 05 October PM
Cambridge International AS Level,Chinese Language,8681/31,1h 30m,Thursday 12 October PM
Cambridge International AS Level,Classical Studies,9274/12,1h 30m,Tuesday 24 October AM
Cambridge International AS Level,Classical Studies,9274/22,1h 30m,Thursday 26 October AM
Cambridge International AS Level,Computer Science,9618/11,1h 30m,Wednesday 11 October PM
Cambridge International AS Level,Computer Science,9618/21,2h,Friday 20 October PM
Cambridge International AS Level,Design & Technology,9705/12,3h,Friday 10 AM
Cambridge International AS Level,Drama,9482/12,2h,Friday 10 AM
Cambridge International AS Level,Economics (Multiple Choice),9708/11,1h,Tuesday 14 PM
Cambridge International AS Level,Economics,9708/21,2h,Tuesday 10 October PM
Cambridge International AS Level,English General Paper,8021/11,1h 15m,Monday 02 October PM
Cambridge International AS Level,English General Paper,8021/21,1h 45m,Wednesday 04 October 2023 PM
Cambridge International AS Level,English Language,9093/12,2h 15m,Wednesday 25 October 2023 AM
Cambridge International AS Level,English Language,9093/22,2h,Monday 30 October AM
Cambridge International AS Level,Environmental Management,8291/12,1h 45m,Tuesday 03 October AM
Cambridge International AS Level,Environmental Management,8291/22,1h 45m,Thursday 05 October AM
Cambridge International AS Level,First Language Spanish,8665/22,1h 45m,Tuesday 24 October AM
Cambridge International AS Level,First Language Spanish,8665/42,2h 30m,Monday 13 AM
Cambridge International AS Level,French Language,8682/22,1h 45m,Friday 06 October AM
Cambridge International AS Level,French Language,8682/32,1h 30m,Wednesday 04 October 2023 AM
Cambridge International AS Level,Further Mathematics,9231/11,2h,Monday 09 October PM
Cambridge International AS Level,Further Mathematics,9231/31,1h 30m,Wednesday 25 October 2023 PM
Cambridge International AS Level,Further Mathematics,9231/41,1h 30m,Friday 03 PM
Cambridge International AS Level,Geography (Core),9696/12,1h 30m,Tuesday 10 October AM
Cambridge International AS Level,Geography (Core),9696/22,1h 30m,Friday 03 AM
Cambridge International AS Level,German Language,8683/22,1h 45m,Tuesday 24 October AM
Cambridge International AS Level,German Language,8683/32,1h 30m,Wednesday 11 October AM
Cambridge International AS Level,Global Perspectives & Research,9239/11,1h 30m,Tuesday 03 October PM
Cambridge International AS Level,Hindi Language,8687/02,1h 45m,Friday 13 October AM
Cambridge International AS Level,Hindi Language,8687/03,1h 30m,Friday 06 October AM
Cambridge International AS Level,Hindi Literature,8675/04,2h 30m,Tuesday 03 October AM
Cambridge International AS Level,Hinduism,9487/01,1h 30m,Thursday 12 October AM
Cambridge International AS Level,Hinduism,9487/02,1h 30m,Tuesday 24 October AM
Cambridge International AS Level,History,9489/11,1h 15m,Wednesday 18 October 2023 PM
Cambridge International AS Level,History,9489/21,1h 45m,Friday 27 October PM
Cambridge International AS Level,Information Technology,9626/12,1h 45m,Thursday 12 October AM
Cambridge International AS Level,Japanese Language,8281/02,1h 45m,Thursday 05 October AM
Cambridge International AS Level,Japanese Language,8281/03,1h 30m,Tuesday 03 October AM
Cambridge International AS Level,Language & Literature in English,8695/12,2h,Monday 30 October AM
Cambridge International AS Level,Language & Literature in English,8695/22,2h,Monday 16 October AM
Cambridge International AS Level,Law,9084/11,1h 30m,Monday 02 October PM
Cambridge International AS Level,Law,9084/21,1h 30m,Thursday 05 October PM
Cambridge International AS Level,Literature in English,9695/12,2h,Monday 16 October AM
Cambridge International AS Level,Literature in English,9695/22,2h,Tuesday 31 October AM
Cambridge International AS Level,Marine Science,9693/12,1h 45m,Tuesday 10 October AM
Cambridge International AS Level,Marine Science,9693/22,1h 45m,Thursday 19 October AM
Cambridge International AS Level,Mathematics (Mechanics),9709/42,1h 15m,Monday 16 October AM
Cambridge International AS Level,Mathematics (Probability & Statistics 1),9709/52,1h 15m,Friday 13 October AM
Cambridge International AS Level,Mathematics (Pure Mathematics 1),9709/12,1h 50m,Wednesday 11 October AM
Cambridge International AS Level,Mathematics (Pure Mathematics 2),9709/22,1h 15m,Monday 16 October AM
Cambridge International AS Level,Media Studies,9607/02,2h,Thursday 09 2023 AM
Cambridge International AS Level,Music (Listening),9483/12,2h,Thursday 09 2023 AM
Cambridge International AS Level,Physical Education,9396/12,2h 30m,Tuesday 07 AM
Cambridge International AS Level,Physics (Multiple Choice),9702/12,1h 15m,Wednesday 15 2023 AM
Cambridge International AS Level,Physics (Practical – Advanced),9702/33,2h,Tuesday 17 October AM
Cambridge International AS Level,Physics (Practical – Advanced),9702/34,2h,Tuesday 31 October AM
Cambridge International AS Level,Physics,9702/22,1h 15m,Thursday 19 October AM
Cambridge International AS Level,Psychology,9990/11,1h 30m,Tuesday 17 October PM
